job_id,job_title,rome_code,rome_label,contract_type,contract_label,contract_nature,experience_required,experience_label,date_creation,calculated_salary,job_location,experience_required_months
1825193,Ingénieur(e) administrateur système (H/F),M1801,Administrateur / Administratrice réseau informatique,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-08-03,35053.0,31000,0
1825181,Consultant(e) Sécurité des SI - GRC - Cybersécurité - Toulouse (H/F),M1806,Product Owner,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-08-03,47710.666666666664,31000,0
1825180,Architecte segment sol image (H/F),M1802,Ingénieur / Ingénieure système informatique,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-08-03,47885.51351351351,31000,0
1825179,Consultant(e) Conformité Accompagnement Homologation - Cybersécurité - Île-de-France (H/F),M1806,Product Owner,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-08-03,47710.666666666664,92000,0
1825149,Technical leader développement python (H/F),M1805,Développeur / Développeuse web,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-08-03,36647.2,31000,0
1825098,TECHNICIEN DE REPARTITION (H/F),M1810,Technicien / Technicienne informatique,MIS,Mission intérimaire - 1 Mois,Contrat travail,D,Débutant accepté,2024-08-03,29873.639344262294,69800,0
1825012,CHARGÉ D'ÉTUDES SYSTÈMES EMBARQUÉS - SECTEUR NAVAL (H/F),M1803,Directeur / Directrice des services informatiques -DSI-,MIS,Mission intérimaire - 3 Mois,Contrat travail,D,Débutant accepté,2024-08-03,48482.2,29200,0
1824934,TECHNICIEN SYSTEME QUALITE (H/F),M1810,Technicien / Technicienne informatique,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-08-03,29873.639344262294,50200,0
1824929,CHARGE.E D'ETUDES SYSTEMES EMBARQUES NAVAL (H/F),M1803,Directeur / Directrice des services informatiques -DSI-,MIS,Mission intérimaire - 3 Mois,Contrat travail,D,Débutant accepté,2024-08-03,48482.2,29200,0
1824916,Vendeur polyvalent HF (H/F),D1212,Vendeur / Vendeuse en équipement de la maison,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 3 An(s),2024-08-03,27500.0,13300,36
1824718,Vendeur polyvalent HF (H/F),D1212,Vendeur / Vendeuse en équipement de la maison,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 3 An(s),2024-08-03,27500.0,44400,36
1824621,Vendeur meuble HF (H/F),D1212,Vendeur / Vendeuse en équipement de la maison,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 3 An(s),2024-08-03,27500.0,38300,36
1824456,Vendeur ménager HF (H/F),D1212,Vendeur / Vendeuse en équipement de la maison,CDD,Contrat à durée déterminée - 2 Mois,Contrat travail,E,Expérience exigée de 3 An(s),2024-08-03,27500.0,35520,36
1824433,Vendeur ménager HF (H/F),D1212,Vendeur / Vendeuse en équipement de la maison,CDD,Contrat à durée déterminée - 3 Mois,Contrat travail,E,Expérience exigée de 3 An(s),2024-08-03,27500.0,92230,36
1824394,PROGRAMMEUR FAO OUTILLAGE (H/F),M1805,Développeur / Développeuse web,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-08-03,36647.2,52310,0
1822578,Chef de projet ERP Commerce F/H - Groupe Loste (H/F),M1803,Directeur / Directrice des services informatiques -DSI-,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 3 An(s),2024-08-03,48482.2,35137,36
1820201,PRODUCT OWNER H/F - H/F,M1805,Développeur / Développeuse web,CDI,Contrat à durée indéterminée,Contrat travail,S,Expérience souhaitée,2024-08-03,36647.2,69009,0
1840847,Project Management officer (H/F),M1803,Directeur / Directrice des services informatiques -DSI-,CDD,Contrat à durée déterminée - 6 Mois,Contrat travail,D,Débutant accepté,2024-08-03,48482.2,91300,0
1826221,Chef de projets PHP H/F,M1803,Directeur / Directrice des services informatiques -DSI-,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 3 An(s),2024-08-03,48482.2,92800,36
1825205,Architecte Logiciel - Défense & Sécurité - Le Plessis Robinson (H/F),M1802,Ingénieur / Ingénieure système informatique,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-08-03,47885.51351351351,92000,0
1825137,Architecte DevSecOps - Défense & Sécurité - Le Plessis Robinson (H/F),M1802,Ingénieur / Ingénieure système informatique,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-08-03,47885.51351351351,92000,0
1825131,Architecte système - Défense & Sécurité - Le Plessis Robinson (H/F),M1802,Ingénieur / Ingénieure système informatique,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-08-03,47885.51351351351,92000,0
1825127,Architecte logiciel - Défense & Sécurité - Le Plessis Robinson (H/F),M1802,Ingénieur / Ingénieure système informatique,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-08-03,47885.51351351351,92000,0
1824275,TECHNICIEN D'ENTRETIEN DU PATRIMOINE (H/F),I1401,Technicien / Technicienne de maintenance en informatique,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 3 An(s),2024-08-03,26371.231884057972,25000,36
1813633,CHEF DE PROJET ROBOTIQUE / MACHINES SPECIALES  (H/F),M1803,Directeur / Directrice des services informatiques -DSI-,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 3 An(s),2024-08-03,48482.2,85480,36
1824336,CONTRÔLEUR NORMES SI SÉCURITÉ (H/F),M1812,Responsable de la Sécurité des Systèmes d'Information (RSSI),CDD,Contrat à durée déterminée - 12 Mois,Contrat travail,E,Expérience exigée de 3 An(s),2024-08-03,40000.0,44000,36
1827406,Acheteur Logiciels Métiers H/F,M1806,Product Owner,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 3 An(s),2024-08-03,47710.666666666664,92800,36
1883742,Responsable des systèmes informatiques h/f,M1803,Directeur / Directrice des services informatiques -DSI-,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée,2024-08-04,48482.2,15000,0
1882432,CNAV - Développeur / Développeuse informatique (H/F),M1805,Développeur / Développeuse web,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 2 An(s),2024-08-04,36647.2,75019,24
1882172,Responsable informatique et systèmes d'information F/H - CDI H/F,M1803,Directeur / Directrice des services informatiques -DSI-,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-08-04,48482.2,94270,0
1884829,Lead developer back-end - Java - Grenoble (H/F),M1805,Développeur / Développeuse web,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-08-04,36647.2,38000,0
1884363,Technicien / Technicienne support en bureautique h/f,I1401,Technicien / Technicienne de maintenance en informatique,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée,2024-08-04,26371.231884057972,31000,0
1884098,Ingénieur(e) Système et DevOps - Cybersécurité - Rennes (H/F),M1802,Ingénieur / Ingénieure système informatique,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-08-04,47885.51351351351,35000,0
1883684,Ingénieur Développement Logiciel Embarqué H/F,M1805,Développeur / Développeuse web,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 3 An(s),2024-08-04,36647.2,31000,36
179BNRB,Expert / Experte sécurité informatique (H/F),M1802,Ingénieur / Ingénieure système informatique,CDI,CDI,Contrat travail,E,5 An(s),2024-08-05,47885.51351351351,38330,60
178ZNSJ,Technicien Réseau et Informatique (H/F),I1401,Technicien / Technicienne de maintenance en informatique,CDI,CDI,Contrat travail,S,1 An(s),2024-08-05,26371.231884057972,69006,12
179BQQB,Ingénieur Devops (H/F),M1805,Développeur / Développeuse web,CDI,CDI,Contrat travail,E,2 An(s),2024-08-05,36647.2,69007,24
178ZTQS,Alternance Chargé de projet Automatisation - Paris - Septembre (H/F),M1803,Directeur / Directrice des services informatiques -DSI-,CDD,CDD - 12 Mois,Contrat apprentissage,D,Débutant accepté,2024-08-05,48482.2,93200,0
179BNSF,Ingénieur systèmes et réseaux (H/F),M1802,Ingénieur / Ingénieure système informatique,CDI,CDI,Contrat travail,E,4 An(s),2024-08-05,47885.51351351351,69100,48
1888289,Responsable développement informatique - Défense & Sécurité - Rennes (H/F),M1812,Responsable de la Sécurité des Systèmes d'Information (RSSI),CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-08-05,40000.0,35000,0
1888245,Reconversion ingénieur - Informatique - Nantes - (H/F),M1805,Développeur / Développeuse web,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-08-05,36647.2,44000,0
1888122,Chef de projet informatique - Industries & Services - Tours (H/F),M1803,Directeur / Directrice des services informatiques -DSI-,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-08-05,48482.2,37000,0
1887567,LDC - Chef de projet étude et développement informatique (H/F),M1805,Développeur / Développeuse web,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 5 An(s),2024-08-05,36647.2,72000,60
1888308,- Ingénieur études et développement DevOps - SBS - Toulouse (H/F),M1805,Développeur / Développeuse web,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-08-05,36647.2,31000,0
1888294,Architecte technique (H/F),M1802,Ingénieur / Ingénieure système informatique,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-08-05,47885.51351351351,32000,0
1888249,Chef(fe) de Projet - SAP - Business Line SAP - Ile-de-France (H/F),M1803,Directeur / Directrice des services informatiques -DSI-,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-08-05,48482.2,92000,0
1888230,- Ingénieur études et développement DevOps  - SBS - Toulouse (H/F),M1805,Développeur / Développeuse web,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-08-05,36647.2,31000,0
1888218,- Ingénieur études et développement DevOps- SBS - Toulouse (H/F),M1805,Développeur / Développeuse web,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-08-05,36647.2,31000,0
1888207,Directeur(rice) de projet IT - Industrie & Services - Tours (H/F),M1803,Directeur / Directrice des services informatiques -DSI-,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-08-05,48482.2,37000,0
1888180,Directeur(trice) de Projet - SAP - Business Line SAP - Toulouse (H/F),M1803,Directeur / Directrice des services informatiques -DSI-,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-08-05,48482.2,31000,0
1888164,Directeur(trice) de Projet - SAP - Business Line SAP - Ile-de-France (H/F),M1803,Directeur / Directrice des services informatiques -DSI-,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-08-05,48482.2,92000,0
1888158,Ingénieur(e) - Systèmes & Réseaux Mainframe - Banque - Toulouse (H/F),M1802,Ingénieur / Ingénieure système informatique,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-08-05,47885.51351351351,31000,0
1888140,Chef(fe) de Projet - SAP - Business line SAP - Toulouse (H/F),M1803,Directeur / Directrice des services informatiques -DSI-,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-08-05,48482.2,31000,0
1888074,Administrateur/trice Systèmes et Réseaux - Toulouse (H/F),M1801,Administrateur / Administratrice réseau informatique,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-08-05,35053.0,31000,0
1901989,Technicien Help Desk H/F,I1401,Technicien / Technicienne de maintenance en informatique,MIS,Mission intérimaire - 89 Jour(s),Contrat travail,E,Expérience exigée,2024-08-05,26371.231884057972,38240,0
1888356,Architecte - Java Cloud - Services Publics - Ile de France (H/F),M1811,Data engineer,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-08-05,41000.0,92000,0
1888335,Expert(e) Sécurité Linux - Cybersécurité - Toulouse (H/F),M1802,Ingénieur / Ingénieure système informatique,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-08-05,47885.51351351351,31000,0
1888328,Consultant SIRH - Conduite du Changement - IDF (H/F),M1806,Product Owner,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-08-05,47710.666666666664,92000,0
1888324,Architecte Solution - Cloud - Energie - Ile-de-France (H/F),M1811,Data engineer,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-08-05,41000.0,92000,0
1888321,Expert(e) Sécurité Linux - Cybersécurité - Ile-de-France (H/F),M1802,Ingénieur / Ingénieure système informatique,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-08-05,47885.51351351351,92000,0
1888313,Développeur JEE Junior - SBS - Rodez (H/F),M1805,Développeur / Développeuse web,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-08-05,36647.2,12000,0
1888271,Ingénieur(e) de Production DevOps - Ile-de-France (H/F),M1810,Technicien / Technicienne informatique,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-08-05,29873.639344262294,92000,0
1888262,Ingénieur(e) Système et DevOps - Cybersécurité - Toulouse (H/F),M1802,Ingénieur / Ingénieure système informatique,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-08-05,47885.51351351351,31000,0
1888258,Consultant Expérimenté - Analyse et Gestion de Risques Cyber - Île-De-France (H/F),M1805,Développeur / Développeuse web,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-08-05,36647.2,92000,0
1888220,Ingénieur(e) en développement Java - Energie et Télécommunication - Rennes (H/F),M1805,Développeur / Développeuse web,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-08-05,36647.2,35000,0
1888213,Chef(fe) - Directeur(trice) de projet SAP - Aéroline - Île-de-France (H/F),M1803,Directeur / Directrice des services informatiques -DSI-,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-08-05,48482.2,92000,0
1888153,Ingénieur systèmes Linux Senior (H/F),M1802,Ingénieur / Ingénieure système informatique,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-08-05,47885.51351351351,92000,0
1888148,Chef d'équipe (H/F),M1810,Technicien / Technicienne informatique,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-08-05,29873.639344262294,29000,0
1888143,Développeur  - Java  - Transport - Île-de-France (H/F),M1805,Développeur / Développeuse web,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-08-05,36647.2,92000,0
1888139,Chef de projet - IT - Transport - Ile-de-France (H/F),M1803,Directeur / Directrice des services informatiques -DSI-,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-08-05,48482.2,92000,0
1888130,Développeur Cobol SBS (H/F),M1805,Développeur / Développeuse web,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-08-05,36647.2,12000,0
1888117,Chef de projet IT - Défense et Sécurité - Tours (H/F),M1803,Directeur / Directrice des services informatiques -DSI-,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-08-05,48482.2,37000,0
1888116,Ingénieur DevOps (H/F),M1805,Développeur / Développeuse web,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-08-05,36647.2,92000,0
1888114,Chef(fe) de projet IT - Défense et Sécurité - Ile-de-France (H/F),M1803,Directeur / Directrice des services informatiques -DSI-,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-08-05,48482.2,92000,0
1888095,Ingénieur/e DevOps - Défense & Sécurité - Rennes (H/F),M1802,Ingénieur / Ingénieure système informatique,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-08-05,47885.51351351351,35000,0
1888090,Consultant Manager - SIRH - HR Transformation - IDF (H/F),M1806,Product Owner,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-08-05,47710.666666666664,92000,0
1888073,Consultant Analyse et Gestion de Risques Cyber - Toulouse (H/F),M1805,Développeur / Développeuse web,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-08-05,36647.2,31000,0
1888064,Consultant - SIRH - IDF (H/F),M1806,Product Owner,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-08-05,47710.666666666664,92000,0
1888063,Architecte - Cloud Data GCP - CCOE - France (H/F),M1802,Ingénieur / Ingénieure système informatique,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-08-05,47885.51351351351,92000,0
1888058,Ingénieur(e) Système Virtualisation - Ile-de-France (H/F),M1802,Ingénieur / Ingénieure système informatique,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-08-05,47885.51351351351,92000,0
1888350,Responsable Fonctionnel(le) - Energie & Télécom - Rennes (H/F),M1803,Directeur / Directrice des services informatiques -DSI-,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-08-05,48482.2,35000,0
1888248,"Architecte - Java - Telecom, Média & Entertainment - Ile de France (H/F)",M1802,Ingénieur / Ingénieure système informatique,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-08-05,47885.51351351351,92000,0
1888165,Architecte - JAVA - Energie - Ile-de-France (H/F),M1802,Ingénieur / Ingénieure système informatique,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-08-05,47885.51351351351,92000,0
1888124,Architecte - Cloud Privé - CCOE - France (H/F),M1802,Ingénieur / Ingénieure système informatique,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-08-05,47885.51351351351,92000,0
1888305,Consultant fonctionnel (H/F),M1806,Product Owner,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-08-05,47710.666666666664,92400,0
179CZYR,Technicien / Technicienne en micro-informatique et réseaux (H/F),I1401,Technicien / Technicienne de maintenance en informatique,CDI,CDI,Contrat travail,E,2 An(s) - dans le même type de poste,2024-08-06,26371.231884057972,72000,24
179CTFD,Développeur informatique H/F ,M1805,Développeur / Développeuse web,CDI,CDI,Contrat travail,E,3 An(s),2024-08-06,36647.2,50660,36
179CJBC,Informatique de proximité _ vacataire (H/F),I1401,Technicien / Technicienne de maintenance en informatique,CDD,CDD - 4 Mois,Contrat travail,D,Débutant accepté,2024-08-06,26371.231884057972,78000,0
179BXSV,Technicien / Technicienne informatique (H/F),M1810,Technicien / Technicienne informatique,CDI,CDI,Contrat travail,E,2 An(s),2024-08-06,29873.639344262294,01200,24
179CHXF,"Technicien réseaux, télécoms et/ou Multimédias et maintenance(H/F",M1810,Technicien / Technicienne informatique,CDD,CDD - 12 Mois,Contrat travail,E,1 An(s) - sur poste similaire,2024-08-06,29873.639344262294,09000,12
179BYBX,Un(e) responsable du système d'information et achats (H/F),M1803,Directeur / Directrice des services informatiques -DSI-,CDD,CDD - 5 Mois,Contrat travail,E,2 An(s),2024-08-06,48482.2,76960,24
1964416,Technicien / Technicienne de hot line en informatique (H/F),I1401,Technicien / Technicienne de maintenance en informatique,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 3 An(s),2024-08-06,26371.231884057972,75009,36
1962099,Développeur / Développeuse informatique (H/F),M1805,Développeur / Développeuse web,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 3 An(s),2024-08-06,36647.2,72650,36
1956483,Chef de projet études informatique (H/F),M1803,Directeur / Directrice des services informatiques -DSI-,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 1 An(s),2024-08-06,48482.2,35400,12
1952675,Technicien informatique F/H - Europe Service (H/F),M1810,Technicien / Technicienne informatique,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-08-06,29873.639344262294,15000,0
1919327,Technicien / Technicienne de hot line en informatique (H/F),I1401,Technicien / Technicienne de maintenance en informatique,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 3 An(s),2024-08-06,26371.231884057972,79300,36
1980159,Technicien en automatisme industriel (H/F),H1208,Automaticien / Automaticienne en bureau d'études,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-08-06,26629.285714285714,49400,0
1979897,Responsable activité logiciel (H/F),M1803,Directeur / Directrice des services informatiques -DSI-,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 1 An(s),2024-08-06,48482.2,44000,12
1962356,Chef d'équipe (H/F),M1810,Technicien / Technicienne informatique,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-08-06,29873.639344262294,55800,0
1950213,Directeur/trice de projet - SAP - Business Line SAP - Lyon (H/F),M1803,Directeur / Directrice des services informatiques -DSI-,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 5 An(s),2024-08-06,48482.2,69760,60
1991938,Ingénieur développement logiciel temps réel embarqué f/h (H/F),M1805,Développeur / Développeuse web,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-08-06,36647.2,91470,0
1980367,Chef de projet (H/F),M1803,Directeur / Directrice des services informatiques -DSI-,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 3 An(s),2024-08-06,48482.2,64121,36
1970057,Chargé des systèmes et réseaux (H/F),M1803,Directeur / Directrice des services informatiques -DSI-,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 3 An(s),2024-08-06,48482.2,77600,36
1969918,Technicien systèmes (H/F),M1810,Technicien / Technicienne informatique,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 3 An(s),2024-08-06,29873.639344262294,67810,36
1966057,Ingénieur sécurité incendie (H/F),M1802,Ingénieur / Ingénieure système informatique,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 1 An(s),2024-08-06,47885.51351351351,75009,12
1960629,Technicien en automatisme industriel (H/F),H1208,Automaticien / Automaticienne en bureau d'études,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 3 An(s),2024-08-06,26629.285714285714,31000,36
1957150,Développeur C++ (H/F),M1805,Développeur / Développeuse web,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-08-06,36647.2,31000,0
1951128,Développeur logiciel / Analyste de données H/F,M1803,Directeur / Directrice des services informatiques -DSI-,CDD,Contrat à durée déterminée - 6 Mois,Contrat travail,E,Expérience exigée de 3 An(s),2024-08-06,48482.2,31700,36
1950233,Consultant(e) Big Data - Infrastructure - Toulouse (H/F),M1806,Product Owner,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-08-06,47710.666666666664,31000,0
1949960,Technicien SAV H/F,M1801,Administrateur / Administratrice réseau informatique,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 3 An(s),2024-08-06,35053.0,29900,36
1949934,DÉVELOPPEUR WEB FRONT-END CONFIRME (H/F),M1805,Développeur / Développeuse web,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 3 An(s),2024-08-06,36647.2,89100,36
1949916,Technicien Méthodes Industrialisation - Confirmé (H/F),H1208,Automaticien / Automaticienne en bureau d'études,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 3 An(s),2024-08-06,26629.285714285714,34000,36
1948332,Administrateur systèmes et réseaux  F/H - Le roi du matelas (H/F),M1801,Administrateur / Administratrice réseau informatique,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 2 An(s),2024-08-06,35053.0,59390,24
1947554,"Ingénieur.e réseaux et devops F/H - Système, réseaux, données (H/F)",M1802,Ingénieur / Ingénieure système informatique,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 2 An(s),2024-08-06,47885.51351351351,69001,24
1998198,Chef(fe) de projets automatismes (H/F),M1806,Product Owner,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté (3 ans),2024-08-06,47710.666666666664,69720,0
179DRSF,Développeur télécom et réseaux confirmé (H/F),M1805,Développeur / Développeuse web,CDI,CDI,Contrat travail,E,3 An(s),2024-08-07,36647.2,72000,36
179DZSC,Technicien Administrateur Systèmes et Réseaux - CH de Mauriac (H/F),M1801,Administrateur / Administratrice réseau informatique,CDI,CDI,Contrat travail,E,3 An(s),2024-08-07,35053.0,15200,36
179DTQY,Scientifique R&D logiciel (H/F),M1805,Développeur / Développeuse web,CDI,CDI,Contrat travail,E,3 An(s) - en développement ,2024-08-07,36647.2,33000,36
179DHTT,Technicien(ne) datacenter (H/F),M1810,Technicien / Technicienne informatique,CDD,CDD - 6 Mois,Contrat travail,E,6 Mois,2024-08-07,29873.639344262294,35510,6
179DJLR,Chargé(e) de pré-validation - Cellule Qualité du SI (H/F),M1806,Product Owner,CDD,CDD - 5 Mois,Contrat travail,D,Débutant accepté,2024-08-07,47710.666666666664,43750,0
2022792,Technicien / Technicienne informatique (H/F),M1810,Technicien / Technicienne informatique,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,2024-08-07,29873.639344262294,38530,0
2014321,Ingénieur / Ingénieure de conception informatique h/f,M1805,Développeur / Développeuse web,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 2 An(s),2024-08-07,36647.2,77000,24
2012921,Urbanis - Chef de projet maîtrise d'oeuvre informatique (H/F),M1803,Directeur / Directrice des services informatiques -DSI-,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 5 An(s),2024-08-07,48482.2,69003,60
2012465,Automaticien F/H - Informatique industrielle (H/F),H1206,Ingénieur / Ingénieure R&D en industrie,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 3 An(s),2024-08-07,46000.0,85600,36
2006334,INGENIEUR EN INFORMATIQUE MEDICALE  H/F,M1805,Développeur / Développeuse web,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée,2024-08-07,36647.2,76000,0
2005522,Technicien (e) Système / Réseau informatique (H/F),M1805,Développeur / Développeuse web,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée,2024-08-07,36647.2,81500,0
2005404,Technicien d'exploitation et maintenance informatique - GHT S95/N92 (F/H) (H/F),M1807,Opérateur / Opératrice télécom aux armées,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 2 An(s),2024-08-07,23400.0,95100,24
2005402,TECHNICIEN INFORMATIQUE (H/F),M1810,Technicien / Technicienne informatique,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée,2024-08-07,29873.639344262294,65200,0
2005003,Alternance Technicien informatique - Toulouse (H/F),D1410,Attaché commercial / Attachée commerciale,CDD,Contrat à durée déterminée - 12 Mois,Contrat apprentissage,S,Expérience souhaitée de 1 An(s),2024-08-07,21600.0,31000,12
2004103,Alternance Technicien informatique - Vanves (H/F),D1410,Attaché commercial / Attachée commerciale,CDD,Contrat à durée déterminée - 12 Mois,Contrat apprentissage,S,Expérience souhaitée de 1 An(s),2024-08-07,21600.0,92170,12
2001045,Alternance Assistant de Gestion de Parc Informatique - Vélizy-Villacoublay (H/F),M1810,Technicien / Technicienne informatique,CDD,Contrat à durée déterminée - 12 Mois,Contrat apprentissage,S,Expérience souhaitée de 1 An(s),2024-08-07,29873.639344262294,78140,12
2023086,Responsable infrastructure du GHT (H/F),M1803,Directeur / Directrice des services informatiques -DSI-,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 2 An(s),2024-08-07,48482.2,02200,24
2005625,Administrateur d'infrastructure réseau et système (H/F),M1810,Technicien / Technicienne informatique,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 2 An(s),2024-08-07,29873.639344262294,84100,24
2005449,Chef de projet numérique (H/F),M1803,Directeur / Directrice des services informatiques -DSI-,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée,2024-08-07,48482.2,49400,0
